"","Recent.Diversity","Early.Diversity","Percent.Change","Lower.CI","Upper.CI","SE.Percent.Change","Effective.N","Hedges.g.recalc","Hedges.g.SE.recalc","Hedges.g.CI.lower.recalc","Hedges.g.CI.upper.recalc","SD.Percent.Change","CV.Percent.Change","pvalue","pvalue_signed","pvalue_color","HedgesG","HedgesG.err","Gen.interval","N.Loci","Early.Sample.N","Recent.Sample.N","Percent.Change.truncated","Binomen.rotl","PaperID","Z.Year.Midpoint","Z.Gen.interval","totalbp","pvalueconservative"
"390",0.74,0.73,1.36986301369863,-3.72830868708411,6.46803471448137,2.60110801060344,60.5853658536585,0.09398747763441,0.181788837037903,-0.262318642959881,0.450293598228701,14.4844247557148,1057.36300716718,0.488026278911709,0.488026278911709,0,0.09255921,0.13347612,1.710526316,15,"54","69",1.36986301369863,"Rutilus rutilus","Hamilton et al. - 2014 - Populations of a cyprinid fish are self-sustaining.pdf",0.061326012,-0.03937787,15,0.4893552926514
"391",0.74,0.75,-1.33333333333333,-9.12703173441514,6.46036506774847,3.97637673524582,39.9080459770115,-0.0777874435529039,0.223941917876758,-0.51671360259135,0.361138715485542,16.9890391423527,1274.17793567645,0.575965289988626,-0.575965289988626,0,-0.074623621,0.133426145,1.184210526,15,"31","56",-1.33333333333333,"Rutilus rutilus","Hamilton et al. - 2014 - Populations of a cyprinid fish are self-sustaining.pdf",0.070534668,-0.040151939,15,0.577436001555947
"392",0.73,0.7,4.28571428571429,-4.38859469907731,12.9600232705059,4.42566784938347,34.2222222222222,0.223738289431395,0.24246482043997,-0.251492758630946,0.698969337493736,18.9490647630321,442.144844470749,0.0952010009580282,0.0952010009580282,0,0.223870862,0.134168636,1.973684211,15,"44","28",4.28571428571429,"Rutilus rutilus","Hamilton et al. - 2014 - Populations of a cyprinid fish are self-sustaining.pdf",0.063167744,-0.038990836,15,0.0996683102864435
"393",0.73,0.72,1.38888888888889,-5.63611897496865,8.41389675274643,3.5841876856416,47,0.0792826482778707,0.206365273889888,-0.325193288546311,0.483758585102052,17.3749944488845,1250.99960031968,0.559976385574582,0.559976385574582,0,0.077775642,0.133434151,0.526315789,15,"47","47",1.38888888888889,"Rutilus rutilus","Hamilton et al. - 2014 - Populations of a cyprinid fish are self-sustaining.pdf",0.053038222,-0.041119525,15,0.561402382120619
"394",0.858,0.849,1.06007067137809,-2.82401825095137,4.94415959370756,1.98167802159667,49.68,0.107230501773099,0.20078630644507,-0.286310658859239,0.500771662405437,9.81005515614391,925.415203062908,0.765817501423188,0.765817501423188,0,0.099406033,0.333745065,3.333333333,6,"54","46",1.06007067137809,"Anguilla japonica","Han et al. - 2008 - Temporal analysis of population genetic compositio.pdf",0.052117357,-0.036991158,6,0.7664480257148
"395",0.68075,0.67075,1.49086843086098,-6.47846540214169,9.46020226386364,4.06598664949116,41.8604651162791,0.0767458781908125,0.218659602020576,-0.351826941769517,0.505318698151142,19.2520745754263,1291.33290214672,0.765929822522989,0.765929822522989,0,0.074477364,0.25017334,9.036144578,8,"36","50",1.49086843086098,"Salmo trutta","Hansen et al. - 2002 - Long-term effective population sizes, temporal sta.pdf",0.013441003,-0.028603857,8,0.766664872314488
"397",0.7,0.70945,-1.33201776023681,-9.62063230404547,6.95659678357185,4.22888497133095,60.396694214876,-0.0568126691318458,0.182010254385391,-0.413552767727211,0.29992742946352,23.2977087102921,1749.05390947266,0.762054367036433,-0.762054367036433,0,-0.055072534,0.181887113,3.012048193,11,"58","63",-1.33201776023681,"Salmo trutta","Hansen et al. - 2007 - Gene flow, effective population size and selection.pdf",0.04106697,-0.037463682,11,0.762583005656299
"398",0.78625,0.816,-3.64583333333333,-10.2087385736568,2.91707190699014,3.34842104098136,30.4761904761905,-0.39162466841243,0.257949444577407,-0.897205579784147,0.113956242959287,9.22410055460708,253.003900926366,0.579604513359586,-0.579604513359586,0,-0.27968965,0.504889144,206,4,"20","64",-3.64583333333333,"Lysandra bellargus","Harper et al. - 2006 - Analysis of museum specimens suggests extreme gene.pdf",-0.03812747,0.261076971,4,0.58111206631403
"400",0.63,0.61,3.27868852459017,0.526157809969784,6.03121923921055,1.40435240541856,313.223042836041,0.207118581713605,0.0801056100822679,0.0501115859523601,0.36412557747485,15.8124112307546,482.278542538015,0.321273388252721,0.321273388252721,0,0.190206499,0.191770484,1.555555556,11,"246","431",3.27868852459017,"Vulpes lagopus","Hasselgren et al. - 2018 - Genetic rescue in an inbred Arctic fox (Vulpes lag.pdf",0.07421813,-0.039605791,11,0.321628797072414
"401",0.701,0.7288,-3.81448957189902,-10.6724776130705,3.04349846927243,3.49897349039359,51.1067961165049,-0.210947283544581,0.198367719104131,-0.599748012988678,0.177853445899515,17.9480569944846,470.523163222314,0.555194993888348,-0.555194993888348,0,-0.19762461,0.334960645,3.93442623,6,"56","47",-3.81448957189902,"Pagrus auratus","Hauser et al. - 2002 - Loss of microsatellite diversity and low effective.pdf",0.010678406,-0.036107112,6,0.556512664526368
"402",0.737,0.7422,-0.700619779035298,-5.8607885224666,4.45954896439601,2.63273915481189,44.0449438202247,-0.05685699411986,0.213134522311968,-0.474600657851317,0.360886669611597,12.2159561592731,1743.59281950242,0.874569099108155,-0.874569099108155,0,-0.052637386,0.333448779,3.770491803,6,"40","49",-0.700619779035298,"Pagrus auratus","Hauser et al. - 2002 - Loss of microsatellite diversity and low effective.pdf",0.012520137,-0.036348215,6,0.874934913037424
"408",0.7063,0.7496,-5.77641408751334,-15.3614336567713,3.80860548174459,4.89031610676425,43.8202247191011,-0.245597874900288,0.214429225120364,-0.665879156136201,0.174683406335625,23.3164635907673,403.649448213376,0.287306514724109,-0.287306514724109,0,-0.238131399,0.223797405,0.238095238,9,"39","50",-5.77641408751334,"Platichthys flesus","Hemmer-Hansen et al. - 2007 - Evolutionary mechanisms shaping the genetic popula.pdf",0.065009475,-0.04154342,9,0.290250916054129
"410",0.723,0.7157,1.01998043873131,-8.69446406287766,10.7344249403403,4.95634923551478,43.4318181818182,0.0435057893915794,0.214615803678989,-0.377141185819239,0.464152764602397,23.2396501974052,2278.44077346342,0.850372647687105,0.850372647687105,0,0.041929874,0.222271059,0.238095238,9,"49","39",1.01998043873131,"Platichthys flesus","Hemmer-Hansen et al. - 2007 - Evolutionary mechanisms shaping the genetic popula.pdf",0.065009475,-0.04154342,9,0.850817099006354
"414",0.806,0.807,-0.123915737298637,-8.69602033495436,8.44818886035709,4.37352275390598,49.4949494949495,-0.0056515071041944,0.201018219512751,-0.399647217349186,0.388344203140798,21.756170154425,17557.2293146209,0.980525993275114,-0.980525993275114,0,-0.005424347,0.22222304,0.185185185,9,"50","49",-0.123915737298637,"Genypterus capensis","Henriques-2017-Genetic population sub-structur.pdf",0.082505921,-0.041621237,9,0.980576138384188
"417",0.799,0.8,-0.125,-9.59710774937732,9.34710774937732,4.83270803539659,45.804347826087,-0.00534593720371799,0.208959643327818,-0.414906838126242,0.404214963718806,23.1868476997198,18549.4781597758,0.981543334118722,-0.981543334118722,0,-0.00514092,0.222222956,0.092592593,9,"49","43",-0.125,"Genypterus capensis","Henriques-2017-Genetic population sub-structur.pdf",0.085268517,-0.041757415,9,0.981594548679918
"427",0.896,0.904,-0.88495575221239,-4.43571075668907,2.66579925226429,1.81160969616157,41.9047619047619,-0.106490731190486,0.218620160024447,-0.534986244838403,0.32200478245743,8.23392686197169,930.4337354028,0.725998024483006,-0.725998024483006,0,-0.10025551,0.286073256,10,7,"44","40",-0.88495575221239,"Rana pipiens","Hoffman-2004-Effective population sizes and te.pdf",0.03277918,-0.027186285,7,0.726896688341059
"428",0.902,0.896,0.669642857142858,-1.78512371144365,3.12440942572937,1.25243192274822,28,0.129709299976518,0.267510932909654,-0.394612128526404,0.654030728479441,5.09890702899015,761.436782995862,0.654545408709545,0.654545408709545,0,0.12810701,0.286300407,10,7,"21","42",0.669642857142858,"Rana pipiens","Hoffman-2004-Effective population sizes and te.pdf",0.03277918,-0.027186285,7,0.656130358137058
"429",0.893,0.894,-0.111856823266219,-3.34740918200361,3.12369553547117,1.65079201976398,38.4935064935065,-0.015345755279167,0.227943730523287,-0.462115467104809,0.431423956546475,7.21597027896102,6451.07742939115,0.959567248996389,-0.959567248996389,0,-0.014485136,0.285721779,7.333333333,7,"39","38",-0.111856823266219,"Rana pipiens","Hoffman-2004-Effective population sizes and te.pdf",0.040146104,-0.031108234,7,0.959702026377993
"430",0.861,0.884,-2.60180995475113,-6.44803617242449,1.24441626292222,1.96236031513947,31.2631578947368,-0.381247543474018,0.254812307257078,-0.880679665697892,0.118184578749855,6.75506220183957,259.62934723592,0.248195142935278,-0.248195142935278,0,-0.334542575,0.289711383,10,7,"54","22",-2.60180995475113,"Rana pipiens","Hoffman-2004-Effective population sizes and te.pdf",0.03277918,-0.027186285,7,0.251910506204285
"431",0.912,0.915,-0.327868852459017,-1.73933010897572,1.08359240405768,0.720133294141173,43.3563218390805,-0.0949720179948888,0.214898142390181,-0.516172377079643,0.326228341089866,3.4217168914633,1043.62365189631,0.75135955897545,-0.75135955897545,0,-0.090620695,0.286007575,10,7,"41","46",-0.327868852459017,"Rana pipiens","Hoffman-2004-Effective population sizes and te.pdf",0.03277918,-0.027186285,7,0.752136447715884
"437",0.7514,0.7462,0.696864111498255,-3.92841586303988,5.32214408603639,2.35983672170313,81.1288343558282,0.0462610440790153,0.157030927800428,-0.261519574409824,0.354041662567854,14.993453245598,2151.56054074332,0.916535329223892,0.916535329223892,0,0.041928799,0.400087901,0.131578947,5,"76","87",0.696864111498255,"Eleutheronema tetradactylum","Horne-2013-Murky waters_ Searching for structu.pdf",0.076059862,-0.041700077,5,0.916665774284763
"438",0.76,0.71,7.04225352112677,2.03193603632796,12.0525710059256,2.5562844310198,43.4318181818182,0.578156600106631,0.21897128160811,0.148972888154736,1.00734031205853,12.0739942529734,171.450718392223,0.0154366858602775,0.0154366858602775,0,0.559257352,0.230910244,5.205479452,9,"39","49",7.04225352112677,"Salmo salar","Horreo-2011-Atlantic Salmon at Risk_ Apparent.pdf",0.053959088,-0.034237735,9,0.0175369892442632
"439",0.8,0.78,2.56410256410257,-0.890366149795044,6.01857127800018,1.76248403770286,42.8045977011494,0.28130105543478,0.217206640057118,-0.144423959077172,0.707026069946731,9.03448935533108,352.345084857912,0.205869791953365,0.205869791953365,0,0.28394514,0.224461801,5.205479452,9,"38","49",2.56410256410257,"Salmo salar","Horreo-2011-Atlantic Salmon at Risk_ Apparent.pdf",0.053959088,-0.034237735,9,0.209326900858184
"440",0.74,0.76,-2.63157894736842,-7.16111833236915,1.8979604376323,2.31098948214323,33.9733333333333,-0.214642179901743,0.243262910235266,-0.691437483962864,0.262153124159378,12.133911744145,461.08864627751,0.30356127063119,-0.30356127063119,0,-0.23014175,0.223693478,5.205479452,9,"26","49",-2.63157894736842,"Salmo salar","Horreo-2011-Atlantic Salmon at Risk_ Apparent.pdf",0.053959088,-0.034237735,9,0.306958146378891
"441",0.77,0.79,-2.53164556962026,-5.54992773655304,0.486636597312533,1.53993988108816,50,-0.326275228002449,0.201326296399751,-0.72087476894596,0.0683243129410627,7.69969940544078,304.138126514911,0.163900794616942,-0.163900794616942,0,-0.313140928,0.224946034,1.369863014,9,"50","50",-2.53164556962026,"Salmo salar","Horreo-2011-Atlantic Salmon at Risk_ Apparent.pdf",0.066851206,-0.039878894,9,0.167051898380894
"442",0.79,0.81,-2.46913580246914,-5.46871883162985,0.530447226691571,1.53039950467383,54.5454545454545,-0.302516125572161,0.192568555359311,-0.679950494076411,0.0749182429320886,8.10518526151844,328.260003091497,0.193287501429119,-0.193287501429119,0,-0.292177139,0.224593541,5.205479452,9,"60","50",-2.46913580246914,"Salmo salar","Horreo-2011-Atlantic Salmon at Risk_ Apparent.pdf",0.053959088,-0.034237735,9,0.196056272415961
"448",0.153,0.33,-53.6363636363636,-58.6262612393994,-48.6464660333278,2.54586612399785,83.7063492063492,-5.16403088992516,0.277135690760233,-5.70721684381522,-4.62084493603511,10.3553395816477,19.3065653217161,0,0,-1,-5.16403089,0.076804191,2.1,NA,"53","199",-53.6363636363636,"Ursus thibetanus","Ishibashi et al. - 2017 - Loss of allelic diversity in the MHC class II DQB .pdf",0.055800819,-0.038805059,270,0
"450",0.633,0.68,-6.91176470588236,-10.7658755020139,-3.0576539097508,1.9663830592508,32.4358974358974,-1.06408363058718,0.262522847661355,-1.57862841200344,-0.549538849170929,6.43119694284408,93.0471047049781,0,0,-1,-1.064083631,0.068918246,2.1,NA,"23","55",-6.91176470588236,"Ursus thibetanus","Ishibashi et al. - 2017 - Loss of allelic diversity in the MHC class II DQB .pdf",0.055800819,-0.038805059,270,0
"451",0.84,0.76,10.5263157894737,6.52283869544141,14.5297928835059,2.04259035409809,133.670886075949,0.741667842355048,0.125827210954251,0.495046508884716,0.988289175825381,14.1588359126717,134.508941170381,0.00018638323783926,0.00018638323783926,0,0.656334349,0.175641141,1.5,12,"96","220",10.5263157894737,"Apis mellifera","Jaffe-2009-Temporal variation in the genetic s.pdf",0.068692937,-0.039687498,12,0.000221372639602091
"452",0.535,0.547,-2.19378427787934,-10.7624365728248,6.37486801706607,4.37176137497215,27.5409836065574,-0.139982229129259,0.269777060873856,-0.668745268442016,0.388780810183499,15.4718104906059,705.25669486345,0.554121970668441,-0.554121970668441,0,-0.131750758,0.222704396,2.666666667,9,"40","21",-2.19378427787934,"Zostera noltei","Jahnke et al. - 2015 - The importance of genetic make-up in seagrass rest.pdf",0.078822458,-0.037971645,9,0.556382042317163
"455",0.661,0.7,-5.57142857142856,-10.5802208410281,-0.562636301829032,2.55550625999976,18.9437632135307,-0.76702553597126,0.334357230850753,-1.42236570843873,-0.111685363503785,7.14275370470673,128.203271622942,8.37054316313868e-05,-8.37054316313868e-05,0,-0.978800228,0.248834719,5,7,"34.2","13.1",-5.57142857142856,"Parnassius smintheus","Jangjoo et al. - 2016 - Connectivity rescues genetic diversity after a dem.pdf",0.077901593,-0.03453994,7,0.000284746007574554
"457",0.741,0.732,1.22950819672131,-4.47940076356828,6.93841715701091,2.91270865320898,53.7037037037037,0.081433380024278,0.19305978404342,-0.296963796700825,0.459830556749381,14.9912514999199,1219.28845532682,0.962758474207925,0.962758474207925,0,0.046705023,1.00027267,2.409638554,2,"58","50",1.22950819672131,"Salmo trutta","Jensen et al. - 2008 - Spatially and temporally fluctuating selection at .pdf",0.054879953,-0.038349664,2,0.962846330438856
"458",0.746,0.744,0.268817204301076,-5.85233252676478,6.38996693536693,3.12303557707442,40.1860465116279,0.018007067805967,0.223092814135838,-0.419254847900275,0.455268983512209,14.7947399834482,5503.64327384272,0.991487625902646,0.991487625902646,0,0.010669033,1.000014229,2.409638554,2,"32","54",0.268817204301076,"Salmo trutta","Jensen et al. - 2008 - Spatially and temporally fluctuating selection at .pdf",0.054879953,-0.038349664,2,0.991512924006788
"459",0.73,0.74,-1.35135135135135,-8.02832315370292,5.32562045100022,3.4066182665059,37.975,-0.0907219683929701,0.229603284500934,-0.540744406014801,0.359300469228861,14.7518382975571,1091.63603401923,0.958399126439289,-0.958399126439289,0,-0.052180362,1.000340349,2.409638554,2,"31","49",-1.35135135135135,"Salmo trutta","Jensen et al. - 2008 - Spatially and temporally fluctuating selection at .pdf",0.054879953,-0.038349664,2,0.958532486284996
"460",0.677,0.758,-10.6860158311346,-17.7085107190762,-3.66352094319292,3.58290555507226,37.5,-0.704859268314049,0.237567884001888,-1.17049232095775,-0.239226215670348,15.0142528704827,140.50374908427,0.6950119808189,-0.6950119808189,0,-0.3998999,1.019989991,2.409638554,2,"30","50",-10.6860158311346,"Salmo trutta","Jensen et al. - 2008 - Spatially and temporally fluctuating selection at .pdf",0.054879953,-0.038349664,2,0.696081185578259
"461",0.746,0.718,3.89972144846797,-1.79942492584101,9.59886782277695,2.90772774199438,40.8333333333333,0.269086336556718,0.222284926618392,-0.16659211961533,0.704764792728765,14.3594960521469,368.218505908623,0.871719050318892,0.871719050318892,0,0.16200507,1.003280705,2.409638554,2,"35","49",3.89972144846797,"Salmo trutta","Jensen et al. - 2008 - Spatially and temporally fluctuating selection at .pdf",0.054879953,-0.038349664,2,0.872116246035
"462",0.709,0.715,-0.83916083916084,-9.2986574815955,7.62033580327381,4.31606971552788,38.4,-0.0408183650344593,0.228240545700384,-0.488169834607211,0.406533104538293,20.360101130157,2426.24538467704,0.980522899031578,-0.980522899031578,0,-0.02441517,1.000074513,2.409638554,2,"32","48",-0.83916083916084,"Salmo trutta","Jensen et al. - 2008 - Spatially and temporally fluctuating selection at .pdf",0.054879953,-0.038349664,2,0.9805852487159
"463",0.719,0.751,-4.26098535286285,-11.5435620398029,3.02159133407724,3.71560035047964,36.7088607594937,-0.267470669589922,0.234383333386498,-0.726862003027458,0.191920663847613,15.7749897062783,370.21928966922,0.878250206710196,-0.878250206710196,0,-0.153639767,1.002950647,2.409638554,2,"29","50",-4.26098535286285,"Salmo trutta","Jensen et al. - 2008 - Spatially and temporally fluctuating selection at .pdf",0.054879953,-0.038349664,2,0.878650946889304
"464",0.642,0.64,0.3125,-8.37776005700287,9.00276005700287,4.43380615153208,53.9837398373984,0.0166006465617941,0.192481981029257,-0.360664036255549,0.393865329379138,18.7076452146101,5986.44646867522,0.993215718678938,0.993215718678938,0,0.008503015,1.000009038,2.610441767,2,"83","40",0.3125,"Salmo trutta","Jensen et al. - 2008 - Spatially and temporally fluctuating selection at .pdf",0.050275626,-0.038054337,2,0.993229721833574
"465",0.727,0.536,35.634328358209,28.8343935235015,42.4342631929164,3.46935450750379,28.6349206349206,2.17543436068771,0.327726150157642,1.53309110637873,2.81777761499669,16.178101722799,45.40032734775,0.264042708263386,0.264042708263386,0,1.384497648,1.239604217,2.610441767,2,"22","41",35.634328358209,"Salmo trutta","Jensen et al. - 2008 - Spatially and temporally fluctuating selection at .pdf",0.050275626,-0.038054337,2,0.268422705088306
"488",0.545,0.55,-0.90909090909091,-1.44615297829968,-0.372028839882136,0.274011259800395,106.384976525822,-0.444521039476198,0.138792990695159,-0.716555301238709,-0.172486777713686,2.0378241515713,224.160656672842,0.798498266875475,-0.798498266875475,0,-0.25740548,1.008282198,1.076923077,19,"110","103",-0.90909090909091,"Thymallus thymallus","Junge et al. - 2011 - Strong gene flow and lack of stable population str.pdf",0.066851206,-0.04030973,19,0.798746940535239
"490",0.79,0.71,11.2676056338028,5.76399871962468,16.771212547981,2.80796271131538,38.5777777777778,1.14469581199636,0.243152052759688,0.668117788587368,1.62127383540535,9.7591877205033,86.6127910194667,1.44651079596603e-05,1.44651079596603e-05,1,0.969171294,0.223482325,0.954545455,10,"28","62",11.2676056338028,"Macaca mulatta","Kanthaswamy-2002-Assessment of genetic managem.pdf",0.045210865,-0.040489715,10,3.83924691713666e-05
"491",0.82,0.73,12.3287671232877,6.31169701445104,18.3458372321243,3.06993372899828,56.8846153846154,1.52378461472019,0.201842583533353,1.12817315099482,1.91939607844556,8.0613927826233,65.3868525701668,3.52248289527957e-05,3.52248289527957e-05,1,0.913688313,0.220870658,0.954545455,10,"34","174",12.3287671232877,"Macaca mulatta","Kanthaswamy-2002-Assessment of genetic managem.pdf",0.045210865,-0.040489715,10,5.13002167870091e-05
"492",0.74,0.77,-3.8961038961039,-10.8774005679283,3.08519277572054,3.56188605705329,28.5471698113208,-0.425139748054658,0.266293164740747,-0.947074350946521,0.0967948548372058,9.09804201400797,233.516411692871,0.109504530314828,-0.109504530314828,0,-0.324292564,0.202629142,0.954545455,10,"17","89",-3.8961038961039,"Macaca mulatta","Kanthaswamy-2002-Assessment of genetic managem.pdf",0.045210865,-0.040489715,10,0.112537998563722
"493",0.79875,0.805,-0.776397515527961,-9.74578384830312,8.1929888172472,4.57621751672202,53.7704918032787,-0.0321574254629972,0.192871356261173,-0.410185283734897,0.345870432808903,23.9924337691757,3090.22546946978,0.902069891137914,-0.902069891137914,0,-0.030765386,0.250029578,0.428571429,8,"40","82",-0.776397515527961,"Bradypodion pumilum","Katz et al. - 2014 - Temporal changes in allelic variation among Cape D.pdf",0.074678563,-0.041263281,8,0.902275738942034
"502",0.84364,0.81364,3.68713435917604,-3.70985642987973,11.0841251482318,3.77397489237539,46.3125,0.191943387645881,0.208270910311864,-0.216267596565374,0.600154371857135,19.0558129100579,516.81905387132,0.296654350303778,0.296654350303778,0,0.19061359,0.182643944,0.238095238,11,"57","39",3.68713435917604,"Oncorhynchus tshawytscha","Kinnison et al. - 2002 - Reconstructing recent divergence evaluating noneq.pdf",0.053959088,-0.04154342,11,0.299330896233885
"503",0.77364,0.78,-0.81538461538462,-9.10261585009473,7.4718466193255,4.22817920138271,58.9365079365079,-0.0352314309837174,0.184227438789173,-0.396317211010496,0.325854349043062,23.0034054199345,2821.17236282214,0.851086038578705,-0.851086038578705,0,-0.034138227,0.181844669,1.19047619,11,"79","47",-0.81538461538462,"Oncorhynchus tshawytscha","Kinnison et al. - 2002 - Reconstructing recent divergence evaluating noneq.pdf",0.050275626,-0.040142724,11,0.851392894725633
"505",0.78,0.78545,-0.693869756190713,-8.07568322801125,6.68794371562983,3.76623136317374,63.8449612403101,-0.0328325322601079,0.177003007180527,-0.37975842633394,0.314093361813724,21.0085537272578,3027.73734405041,0.862177287378262,-0.862177287378262,0,-0.031568157,0.181840831,1.19047619,11,"71","58",-0.693869756190713,"Oncorhynchus tshawytscha","Kinnison et al. - 2002 - Reconstructing recent divergence evaluating noneq.pdf",0.050275626,-0.040142724,11,0.862453691317781
"506",0.79,0.80636,-2.02887047968648,-11.7906614112173,7.73292045184433,4.98050557731164,31.746835443038,-0.100376820811578,0.251121831249244,-0.592575610060095,0.39182196843694,20.0150230655846,986.510635645773,0.590547674466309,-0.590547674466309,0,-0.097943222,0.182036202,0.238095238,11,"22","57",-2.02887047968648,"Oncorhynchus tshawytscha","Kinnison et al. - 2002 - Reconstructing recent divergence evaluating noneq.pdf",0.053959088,-0.04154342,11,0.592099517946611
"507",0.79909,0.78818,1.38420157831967,-5.57011303439604,8.33851619103538,3.54811970036516,62.304,0.0690751302717939,0.179219845966836,-0.282195767823204,0.420346028366792,19.9166346766831,1438.85363148196,0.712440414996126,0.712440414996126,0,0.067052303,0.181920364,1.19047619,11,"66","59",1.38420157831967,"Oncorhynchus tshawytscha","Kinnison et al. - 2002 - Reconstructing recent divergence evaluating noneq.pdf",0.050275626,-0.040142724,11,0.713074040334548
"508",0.78182,0.77818,0.467758102238554,-9.22153411707789,10.157050321555,4.94351643842676,39.3191489361702,0.0214109366604164,0.225539884086428,-0.420647236148982,0.463469109469815,21.6681069998742,4632.33173218741,0.909595160078682,0.909595160078682,0,0.020646409,0.18182787,0.238095238,11,"28","66",0.467758102238554,"Oncorhynchus tshawytscha","Kinnison et al. - 2002 - Reconstructing recent divergence evaluating noneq.pdf",0.053959088,-0.04154342,11,0.909842581137255
"510",0.746,0.76458,-2.43009233827723,-9.39234661020314,4.53216193364868,3.55217054690098,33.6231884057971,-0.159479441158559,0.244268419444133,-0.63824554326906,0.319286660951942,15.0664431260018,619.994676279786,0.343468230775665,-0.343468230775665,0,-0.158384216,0.167189282,0.256410256,12,"29","40",-2.43009233827723,"Lepadogaster lepadogaster","Klein et al. - 2016 - High Interannual Variability in Connectivity and G.pdf",0.079743324,-0.041516484,12,0.346872570476426
"511",0.72275,0.81233,-11.0275380695038,-17.6463053014746,-4.40877083753296,3.37692205712797,34.2857142857143,-0.752280221472861,0.249751193308831,-1.24179256035817,-0.262767882587552,14.4965422339063,131.457648502669,2.74372001856094e-05,-2.74372001856094e-05,-1,-0.747819758,0.178317383,0.256410256,12,"30","40",-11.0275380695038,"Lepadogaster lepadogaster","Klein et al. - 2016 - High Interannual Variability in Connectivity and G.pdf",0.079743324,-0.041516484,12,8.12133267138471e-05
"512",0.72717,0.734,-0.930517711171662,-9.43981595422681,7.57878053188348,4.3414786954363,39.4936708860759,-0.0475771868486587,0.225067439119564,-0.488709367523003,0.393554993825686,19.3669438076093,2081.30845604469,0.780392772993545,-0.780392772993545,0,-0.046480419,0.166711676,0.256410256,12,"39","40",-0.930517711171662,"Lepadogaster lepadogaster","Klein et al. - 2016 - High Interannual Variability in Connectivity and G.pdf",0.079743324,-0.041516484,12,0.781140195043351
"515",0.47,0.511,-8.02348336594913,-14.899097574626,-1.14786915727229,3.50796643299838,44.9111111111111,-0.475527485642047,0.213982867113643,-0.894933905184787,-0.0561210660993064,16.7285947189846,208.495412229296,0.193475286265417,-0.193475286265417,0,-0.444143726,0.341552652,0,6,"47","43",-8.02348336594913,"Daphnia magna","Kuster et al. - 2013 - Seasonal dynamics of sestonic protease inhibition.pdf",0.073297265,-0.041893594,6,0.196870622380378
"520",0.829,0.828,0.120772946859903,-2.28769613023234,2.52924202395215,1.22881075361849,587.5456,0.00578773963057772,0.0583438472391941,-0.108566200958243,0.120141680219398,20.8544889932706,17267.516886428,0.982613311693709,0.982613311693709,0,0.005448197,0.250000928,4.6,8,"472","778",0.120772946859903,"Clupea harengus","Larsson et al. - 2010 - Temporally stable genetic structure of heavily exp.pdf",0.041987835,-0.035128232,8,0.982616795357121
"523",0.219,0.203,7.88177339901477,4.60652844806776,11.1570183499618,1.67104334231991,41.8390804597701,1.07653881953754,0.23337255311874,0.619128615424807,1.53394902365027,7.2566107697814,92.0682491416015,0.244173940746786,0.244173940746786,0,0.845847809,0.72628821,3.5,3,"52","35",7.88177339901477,"Cedrus atlantica","Lefevre et al. - 2004 - Impact of founder population, drift and selection .pdf",-0.064832571,-0.036746036,3,0.247432176180597
"526",0.726,0.703,3.27169274537696,-0.517097894379011,7.06048338513293,1.93305644885509,200.615763546798,0.174913336301496,0.100034916375963,-0.0211550997953911,0.370981772398384,18.6699045744792,570.649691993864,0.574236112105484,0.574236112105484,0,0.161041446,0.286640512,0.380952381,7,"181","225",3.27169274537696,"Morone saxatilis","Liu and Ely - 2009 - Sibship reconstruction demonstrates the extremely .pdf",0.045671298,-0.041333316,7,0.574547656132163
"543",0.838,0.858,-2.33100233100233,-3.88663983081365,-0.775364831191012,0.793692601944552,100,-0.413766291984292,0.142926576818155,-0.693902382547876,-0.133630201420707,5.61225421012588,240.7657056144,0.356708911511958,-0.356708911511958,0,-0.375147201,0.407036771,0.222222222,5,"100","100",-2.33100233100233,"Merluccius merluccius","Lundy et al. - 2000 - Temporal and spatial genetic variation in spawning.pdf",0.054879953,-0.041566765,5,0.357830547597918
"544",0.846,0.868,-2.53456221198157,-3.88929554121662,-1.17982888274652,0.691190474099513,100,-0.516618487199952,0.143761040109245,-0.798390125814072,-0.234846848585832,4.8874547132731,192.832304141866,0.254393838537056,-0.254393838537056,0,-0.468399634,0.410969911,0.222222222,5,"100","100",-2.53456221198157,"Merluccius merluccius","Lundy et al. - 2000 - Temporal and spatial genetic variation in spawning.pdf",0.054879953,-0.041566765,5,0.255770729325213
"567",0.603,0.627,-3.82775119617225,-10.4128040046758,2.75730161233134,3.3597208206651,45.5495495495495,-0.212835435654042,0.210029229035669,-0.624492724563954,0.19882185325587,17.8605263751273,466.6062515502,0.282689534253079,-0.282689534253079,0,-0.216113805,0.201167629,5,10,"32","79",-3.82775119617225,"Aquila adalberti","Martinez-Cruz et al. - 2007 - Population fragmentation leads to spatial and temp.pdf",-0.03812747,-0.03453994,10,0.285061959415015
"578",0.66,0.66,0,-8.69560522070785,8.69560522070785,4.43653327587135,76.948051948052,0,0.161218985176792,-0.315989210946512,0.315989210946512,27.3611891568997,Inf,1,NA,0,0,0.166666667,0.227272727,12,"75","79",0,"Anarhichas lupus","McCusker and Bentzen - 2010 - Historical influences dominate the population gene.pdf",0.064088609,-0.041559337,12,1
