"","PaperID","RowID","Citation","Journal","ISO.Abbreviation","WOS.Category","JIF.Category.Percentile.2020","Publication_Year","Binomen.rotl","ott_id","Subspecies","Common.Name","Kingdom","Phylum","Class","Order","Family","Invasive_100","Red.List.status","Threat","Domestic.Pest.Pathogen.Status","Gen.length","Realm","Location","Eco_D","Eco_E","Eco_F","Eco_H","Eco_I","Eco_L","Eco_N","Eco_O","Eco_S","Eco_U","Eco_V","Eco_X","Ecological.Disturbance.Any","Cons_A","Cons_B","Cons_E","Cons_F","Cons_I","Cons_L","Cons_N","Cons_P","Cons_R","Cons_S","Cons_T","Cons_U","Management.intensity","Conservation.Action.Any","Conservation.Action.Legal","Early.Sampling.Year","Recent.Sampling.Year","Interval","Year.Midpoint","Z.Year","Z.Year.Midpoint","Study.Duration","Gen.interval","Z.Gen.interval","Early.Sample.N","Recent.Sample.N","Total.N","AR.N","Genome","Marker.Type","Marker.Type.2","Marker.Type.Grouped","N.bp","N.Loci","N.Loci.BP","Diversity.Type","Other.Direction","Diversity.Type.Group","Error.Type","Statistical.Method","Statistic.Type","Statistic","Error","Early.Diversity","Early.Error","Recent.Diversity","Recent.Error","Did.You.Calculate.Mean.and.or.SD.","Number.of.Datapoints.in.Calculation.Early","Number.of.Datapoints.in.Calculation.Recent","Model.Type","Early.Ne","Early.Ne.Error","Recent.Ne","Recent.Ne.Error","Ne.Type","Xa.Gens","Xa.Gens.Error","Xa.Years","Xa.Years.Error","Mu","Mu.Error","Early.Year.Calculated","ES.Early.N","ES.Recent.N","ES.Total.N","ES.Early.SD","ES.Recent.SD","HedgesG","HedgesG.err","Extreme.Value","observation","M.Gen.interval","M.Year.Midpoint"
"2207","Lawson et al. - 2017 - Slow motion extinction inbreeding, introgression,.pdf","4011","Lawson, L. P., Fessl, B., Hern·n Vargas, F., Farrington, H. L., Francesca Cunninghame, H., Mueller, J. C., Ö Petren, K. (2017). Slow motion extinction: inbreeding, introgression, and loss in the critically endangered mangrove finch (Camarhynchus heliobates). Conservation Genetics, 18, 159 to 170. doi: 10.1007/s10592-016-0890-x","Conservation Genetics","Conserv. Genet.","Biodiversity Conservation",59.17,2017,"Camarhynchus heliobates",527328,NA,"Mangrove finches","Animalia","Chordata","Aves","Passeriformes","Thraupidae","N","CR","Threatened",NA,3.8,"Neotropic","Galapagos, Isabela Island",0,0,1,0,1,0,0,0,0,0,0,0,"Any",0,0,0,1,0,1,0,0,0,0,0,0,"Population","Action","Any other",1902,2006,104,1954,0.57485435,-0.026156217,"Long",27.36842105,-0.001642012,17,84,NA,12,"Nuclear","Microsatellite",NA,"Microsatellite",NA,14,NA,"AR",NA,"Group1","SD",2,NA,NA,NA,7.143,"3.11",4.5,"2.355","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",12,12,NA,3.11,2.355,-0.925106262,0.184496283,NA,2207,24.96842105,-46.5
"2208","Lawson et al. - 2017 - Slow motion extinction inbreeding, introgression,.pdf","4012","Lawson, L. P., Fessl, B., Hern·n Vargas, F., Farrington, H. L., Francesca Cunninghame, H., Mueller, J. C., Ö Petren, K. (2017). Slow motion extinction: inbreeding, introgression, and loss in the critically endangered mangrove finch (Camarhynchus heliobates). Conservation Genetics, 18, 159 to 170. doi: 10.1007/s10592-016-0890-x","Conservation Genetics","Conserv. Genet.","Biodiversity Conservation",59.17,2017,"Camarhynchus heliobates",527328,NA,"Mangrove finches","Animalia","Chordata","Aves","Passeriformes","Thraupidae","N","CR","Threatened",NA,3.8,"Neotropic","Galapagos, Isabela Island",0,0,1,0,1,0,0,0,0,0,0,0,"Any",0,0,0,1,0,1,0,0,0,0,0,0,"Population","Action","Any other",1902,2006,104,1954,0.57485435,-0.026156217,"Long",27.36842105,-0.001642012,17,84,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,14,NA,"He",NA,"Group2","SD",2,NA,NA,NA,0.578,"0.251",0.436,"0.221","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",14,14,NA,0.251,0.221,-0.582993423,0.148926452,NA,2208,24.96842105,-46.5
"2209","Lawson et al. - 2017 - Slow motion extinction inbreeding, introgression,.pdf","4013","Lawson, L. P., Fessl, B., Hern·n Vargas, F., Farrington, H. L., Francesca Cunninghame, H., Mueller, J. C., Ö Petren, K. (2017). Slow motion extinction: inbreeding, introgression, and loss in the critically endangered mangrove finch (Camarhynchus heliobates). Conservation Genetics, 18, 159 to 170. doi: 10.1007/s10592-016-0890-x","Conservation Genetics","Conserv. Genet.","Biodiversity Conservation",59.17,2017,"Camarhynchus heliobates",527328,NA,"Mangrove finches","Animalia","Chordata","Aves","Passeriformes","Thraupidae","N","CR","Threatened",NA,3.8,"Neotropic","Galapagos, Isabela Island",0,0,1,0,1,0,0,0,0,0,0,0,"Any",0,0,0,1,0,1,0,0,0,0,0,0,"Population","Action","Any other",1902,2006,104,1954,0.57485435,-0.026156217,"Long",27.36842105,-0.001642012,17,84,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,14,NA,"Ho",NA,"Group3","SD",2,NA,NA,NA,0.459,"0.207",0.418,"0.211","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",14,14,NA,0.207,0.211,-0.190449774,0.143504841,NA,2209,24.96842105,-46.5
"2210","Lawson et al. - 2017 - Slow motion extinction inbreeding, introgression,.pdf","4014","Lawson, L. P., Fessl, B., Hern·n Vargas, F., Farrington, H. L., Francesca Cunninghame, H., Mueller, J. C., Ö Petren, K. (2017). Slow motion extinction: inbreeding, introgression, and loss in the critically endangered mangrove finch (Camarhynchus heliobates). Conservation Genetics, 18, 159 to 170. doi: 10.1007/s10592-016-0890-x","Conservation Genetics","Conserv. Genet.","Biodiversity Conservation",59.17,2017,"Camarhynchus heliobates",527328,NA,"Mangrove finches","Animalia","Chordata","Aves","Passeriformes","Thraupidae","N","CR","Threatened",NA,3.8,"Neotropic","Galapagos, Isabela Island",0,0,1,0,1,0,0,0,0,0,0,0,"Any",0,0,0,1,0,1,0,0,0,0,0,0,"Population","Action","Any other",1902,2006,104,1954,0.57485435,-0.026156217,"Long",27.36842105,-0.001642012,17,84,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,14,NA,"Ne",NA,"Group4","95CL",2,NA,NA,NA,36,"22.9;72.2",21.5,"17.8;25.9","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",14,14,NA,47.05706867,7.731485927,-0.417481115,0.145969473,NA,2210,24.96842105,-46.5
"2211","Le Clerc et al. - 2005 - Assessing temporal changes in genetic diversity of.pdf","4863","Le Clerc, V., Bazante, F., Baril, C., Guiard, J., & Zhang, D. (2005). Assessing temporal changes in genetic diversity of maize varieties using microsatellite markers. Theoretical and Applied Genetics, 110, 294 to 302. doi: 10.1007/s00122-004-1834-2","Theoretical and Applied Genetics","Theor. Appl. Genet.","Agronomy",96.15,2005,"Zea mays",605194,NA,"Maize","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","N","LC","Non-threatened","Domestic",1,"Palearctic",NA,0,0,0,0,0,0,0,0,0,0,0,1,"None",0,1,0,0,0,0,0,0,0,0,0,0,"Individual","Action","Any other",1960,1998,38,1979,-0.492476468,0.019887062,"Long",38,0.01399418,27,33,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,51,NA,"He",NA,"Group2","SD",2,NA,NA,NA,0.61,"0.14",0.56,"0.13","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",51,51,NA,0.14,0.13,-0.367333773,0.039877128,NA,2211,35.6,-21.5
"2212","Le Clerc et al. - 2006 - Indicators to assess temporal genetic diversity in.pdf","2713","Le Clerc, V., Cadot, V., Canadas, M., Lallemand, J., GuËrin, D., & Boulineau, F. (2006). Indicators to assess temporal genetic diversity in the French Catalogue: No losses for maize and peas. Theoretical and Applied Genetics, 113, 1197 to 1209. doi: 10.1007/s00122-006-0368-1","Theoretical and Applied Genetics","Theor. Appl. Genet.","Agronomy",96.15,2006,"Pisum sativum",359905,"Garden pea","Garden pea","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","N",NA,"Unknown","Domestic",1,"Palearctic","France",0,0,0,0,1,0,0,0,0,0,0,0,"Any",0,1,0,0,0,0,0,0,0,0,1,0,"Individual","Action","Any other",1957,1998,41,1977.5,-0.403532233,0.017124465,"Long",41,0.018406373,91,197,NA,91,"Nuclear","Allozyme",NA,"Allozyme",NA,8,NA,"AR",NA,"Group1","SD",2,NA,NA,NA,2.83,"1.95",3.06,"1.95","Yes",8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",8,8,NA,1.95,1.95,0.111515152,0.250388613,NA,2212,38.6,-23
"2213","Le Clerc et al. - 2006 - Indicators to assess temporal genetic diversity in.pdf","2711","Le Clerc, V., Cadot, V., Canadas, M., Lallemand, J., GuËrin, D., & Boulineau, F. (2006). Indicators to assess temporal genetic diversity in the French Catalogue: No losses for maize and peas. Theoretical and Applied Genetics, 113, 1197 to 1209. doi: 10.1007/s00122-006-0368-1","Theoretical and Applied Genetics","Theor. Appl. Genet.","Agronomy",96.15,2006,"Zea mays",605194,NA,"Maize","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","N","LC","Non-threatened","Domestic",1,"Palearctic","France",0,0,0,0,1,0,0,0,0,0,0,0,"Any",0,1,0,0,0,0,0,0,0,0,1,0,"Individual","Action","Any other",1970,1999,29,1984.5,-0.403532233,0.030016583,"Medium",29,0.000757602,178,1847,NA,178,"Nuclear","Allozyme",NA,"Allozyme",NA,17,NA,"AR",NA,"Group1","SD",2,NA,NA,NA,2.35,"0.79",2.26,"0.67","Yes",17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",17,17,NA,0.79,0.67,-0.119970815,0.117858721,NA,2213,26.6,-16
"2214","Le Clerc et al. - 2006 - Indicators to assess temporal genetic diversity in.pdf","2714","Le Clerc, V., Cadot, V., Canadas, M., Lallemand, J., GuËrin, D., & Boulineau, F. (2006). Indicators to assess temporal genetic diversity in the French Catalogue: No losses for maize and peas. Theoretical and Applied Genetics, 113, 1197 to 1209. doi: 10.1007/s00122-006-0368-1","Theoretical and Applied Genetics","Theor. Appl. Genet.","Agronomy",96.15,2006,"Pisum sativum",359905,"Garden pea","Garden pea","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","N",NA,"Unknown","Domestic",1,"Palearctic","France",0,0,0,0,1,0,0,0,0,0,0,0,"Any",0,1,0,0,0,0,0,0,0,0,1,0,"Individual","Action","Any other",1957,1998,41,1977.5,-0.403532233,0.017124465,"Long",41,0.018406373,91,197,NA,NA,"Nuclear","Allozyme",NA,"Allozyme",NA,8,NA,"He",NA,"Group2","SD",2,NA,NA,NA,0.43,"0.23",0.43,"0.2","Yes",8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",8,8,NA,0.23,0.2,0,0.25,NA,2214,38.6,-23
"2215","Le Clerc et al. - 2006 - Indicators to assess temporal genetic diversity in.pdf","2712","Le Clerc, V., Cadot, V., Canadas, M., Lallemand, J., GuËrin, D., & Boulineau, F. (2006). Indicators to assess temporal genetic diversity in the French Catalogue: No losses for maize and peas. Theoretical and Applied Genetics, 113, 1197 to 1209. doi: 10.1007/s00122-006-0368-1","Theoretical and Applied Genetics","Theor. Appl. Genet.","Agronomy",96.15,2006,"Zea mays",605194,NA,"Maize","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","N","LC","Non-threatened","Domestic",1,"Palearctic","France",0,0,0,0,1,0,0,0,0,0,0,0,"Any",0,1,0,0,0,0,0,0,0,0,1,0,"Individual","Action","Any other",1970,1999,29,1984.5,-0.403532233,0.030016583,"Medium",29,0.000757602,178,1847,NA,NA,"Nuclear","Allozyme",NA,"Allozyme",NA,17,NA,"He",NA,"Group2","SD",2,NA,NA,NA,0.24,"0.18",0.21,"0.16","Yes",17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",17,17,NA,0.18,0.16,-0.172004663,0.118082141,NA,2215,26.6,-16
"2216","Le Gouar et al. - 2009 - How Ebola Impacts Genetics of Western Lowland Gori.pdf","4947","le Gouar, P. J., Vallet, D., David, L., Bermejo, M., Gatti, S., LevrÈro, F., Ö MÈnard, N. (2009). How Ebola impacts genetics of western lowland gorilla populations. PLoS ONE, 4, e8375. doi: 10.1371/journal.pone.0008375","PLoS ONE","PLoS One","Multidisciplinary Sciences",64.58,2009,"Gorilla gorilla",417965,NA,"lowland gorilla","Animalia","Chordata","Mammalia","Primates","Hominidae","N","CR","Threatened",NA,22,"Afrotropic","Republic of the Congo - Lossi Sanctuary",1,0,0,0,0,0,0,0,0,0,0,0,"Any",0,0,0,0,0,1,0,0,0,0,0,0,"Indirect","Action","Legal only",2000,2005,5,2002.5,-0.136699529,0.063167744,"Medium",0.227272727,-0.041559337,68,13,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,15,NA,"Ne",NA,"Group4","95CL",2,NA,NA,NA,35.4,"29.2;43.5",1.9,"1.5;2.3","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",15,15,NA,14.12848517,0.790404765,-3.257515036,0.31019007,NA,2216,-2.172727273,2
"2217","Leblois et al. - 2018 - Deciphering the demographic history of allochronic.pdf","4195","Leblois, R., Gautier, M., Rohfritsch, A., Foucaud, J., Burban, C., Galan, M., Ö KerdelhuÈ, C. (2018). Deciphering the demographic history of allochronic differentiation in the pine processionary moth Thaumetopoea pityocampa. Molecular Ecology, 27, 264 to 278. doi: 10.1111/mec.14411","Molecular Ecology","Mol. Ecol.","Ecology",90.66,2018,"Thaumetopoea pityocampa",933839,NA,"pine processionary moth","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","N",NA,"Unknown",NA,1,"Palearctic","Portugal (Winter pop)",0,0,0,0,0,0,0,0,0,0,0,1,"None",0,0,0,0,0,0,1,0,0,0,0,0,"None","None","None",1802,2009,207,1905.5,0.663798585,-0.115480178,"Long",207,0.262547702,NA,NA,30,NA,"Nuclear","SNPs",NA,"SNPs",NA,6488,NA,"Ne",NA,"Group4","95CL",3,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"FastSimCoal",129,"103;974",4400000,"2850000;5160000","Mean",207,"95;256",207,"95; 256",2.9e-09,NA,"Y",6488,6488,NA,17897.29961,47465857.76,0.131083633,0.000308924,NA,2217,204.6,-95
"2218","Leblois et al. - 2018 - Deciphering the demographic history of allochronic.pdf","4197","Leblois, R., Gautier, M., Rohfritsch, A., Foucaud, J., Burban, C., Galan, M., Ö KerdelhuÈ, C. (2018). Deciphering the demographic history of allochronic differentiation in the pine processionary moth Thaumetopoea pityocampa. Molecular Ecology, 27, 264 to 278. doi: 10.1111/mec.14411","Molecular Ecology","Mol. Ecol.","Ecology",90.66,2018,"Thaumetopoea pityocampa",933839,NA,"pine processionary moth","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","N",NA,"Unknown",NA,1,"Palearctic","Portugal (Summer pop)",0,0,0,0,0,0,0,0,0,0,0,1,"None",0,0,0,0,0,0,1,0,0,0,0,0,"None","None","None",1940,2009,69,1974.5,0.663798585,0.011599271,"Long",69,0.059586838,NA,NA,30,NA,"Nuclear","SNPs",NA,"SNPs",NA,6488,NA,"Ne",NA,"Group4","95CL",3,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"FastSimCoal",43,"35;257",66300,"24800;163000","Mean",69,"35;216",69,"35; 216",2.9e-09,NA,"Y",6488,6488,NA,4561.653863,2839732.27,0.032994663,0.000308303,NA,2218,66.6,-26
"2219","Lee and Boulding - 2007 - Mitochondrial DNA variation in space and time in t.pdf","2417","Lee, H. J., & Boulding, E. G. (2007). Mitochondrial DNA variation in space and time in the northeastern Pacific gastropod, Littorina keenae. Molecular Ecology, 16, 3084 to 3103. doi: 10.1111/j.1365-294X.2007.03364.x","Molecular Ecology","Mol. Ecol.","Ecology",90.66,2007,"Littorina keenae",941992,NA,NA,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","N",NA,"Unknown",NA,1,"Temperate Northern Pacific","Ensenada, Baja California, Mexico",0,0,0,0,0,0,0,0,0,0,0,1,"None",0,0,0,0,0,0,1,0,0,0,0,0,"None","None","None",2003,2006,3,2004.5,-0.314587999,0.066851206,"Short",3,-0.037481402,25,38,NA,NA,"Mitochondrial","Nucleotide",NA,"Nucleotide",762,NA,NA,"pi",NA,"Group2","SD",2,NA,NA,NA,0.0024,"0.0016",0.0025,"0.0016","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",25,38,NA,0.0016,0.0016,0.061728395,0.066346031,NA,2219,0.6,4
"2220","Lee and Boulding - 2007 - Mitochondrial DNA variation in space and time in t.pdf","2418","Lee, H. J., & Boulding, E. G. (2007). Mitochondrial DNA variation in space and time in the northeastern Pacific gastropod, Littorina keenae. Molecular Ecology, 16, 3084 to 3103. doi: 10.1111/j.1365-294X.2007.03364.x","Molecular Ecology","Mol. Ecol.","Ecology",90.66,2007,"Littorina keenae",941992,NA,NA,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","N",NA,"Unknown",NA,1,"Temperate Northern Pacific","Carlsbad, California, USA",0,0,0,0,0,0,0,0,0,0,0,1,"None",0,0,0,0,0,0,1,0,0,0,0,0,"None","None","None",2003,2006,3,2004.5,-0.314587999,0.066851206,"Short",3,-0.037481402,34,62,NA,NA,"Mitochondrial","Nucleotide",NA,"Nucleotide",762,NA,NA,"pi",NA,"Group2","SD",2,NA,NA,NA,0.0028,"0.0018",0.0027,"0.0017","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",34,62,NA,0.0018,0.0017,-0.057150667,0.045557808,NA,2220,0.6,4
"2221","Lee and Boulding - 2007 - Mitochondrial DNA variation in space and time in t.pdf","2419","Lee, H. J., & Boulding, E. G. (2007). Mitochondrial DNA variation in space and time in the northeastern Pacific gastropod, Littorina keenae. Molecular Ecology, 16, 3084 to 3103. doi: 10.1111/j.1365-294X.2007.03364.x","Molecular Ecology","Mol. Ecol.","Ecology",90.66,2007,"Littorina keenae",941992,NA,NA,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","N",NA,"Unknown",NA,1,"Temperate Northern Pacific","San Pedro, California, ISA",0,0,0,0,0,0,0,0,0,0,0,1,"None",0,0,0,0,0,0,1,0,0,0,0,0,"None","None","None",1996,2005,9,2000.5,-0.314587999,0.059484281,"Medium",9,-0.028657016,32,44,NA,NA,"Mitochondrial","Nucleotide",NA,"Nucleotide",762,NA,NA,"pi",NA,"Group2","SD",2,NA,NA,NA,0.0025,"0.0016",0.0026,"0.0017","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",32,44,NA,0.0016,0.0017,0.059669969,0.054000697,NA,2221,6.6,0
"2222","Lee and Boulding - 2007 - Mitochondrial DNA variation in space and time in t.pdf","2420","Lee, H. J., & Boulding, E. G. (2007). Mitochondrial DNA variation in space and time in the northeastern Pacific gastropod, Littorina keenae. Molecular Ecology, 16, 3084 to 3103. doi: 10.1111/j.1365-294X.2007.03364.x","Molecular Ecology","Mol. Ecol.","Ecology",90.66,2007,"Littorina keenae",941992,NA,NA,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","N",NA,"Unknown",NA,1,"Temperate Northern Pacific","Bodega, California, USA",0,0,0,0,0,0,0,0,0,0,0,1,"None",0,0,0,0,0,0,1,0,0,0,0,0,"None","None","None",2003,2005,2,2004,-0.314587999,0.06593034,"Short",2,-0.038952132,39,48,NA,NA,"Mitochondrial","Nucleotide",NA,"Nucleotide",762,NA,NA,"pi",NA,"Group2","SD",2,NA,NA,NA,0.0025,"0.0016",0.0024,"0.0016","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",39,48,NA,0.0016,0.0016,-0.061946903,0.046496413,NA,2222,-0.4,3.5
"2223","Lee et al. - 2011 - Linkage Disequilibrium and Effective Population Si.pdf","3196","Lee, S. H., Cho, Y. M., Lim, D., Kim, H. C., Choi, B. H., Park, H. S., Ö Hong, S. K. (2011). Linkage disequilibrium and effective population size in Hanwoo Korean cattle. Asian-Australasian Journal of Animal Sciences, 24, 1660 to 1665. doi: 10.5713/ajas.2011.11165","Asian-Australasian Journal of Animal Sciences","Asian Australas. J. Anim. Sci.","Agriculture, Dairy & Animal Science",78.57,2011,"Bos taurus",490099,NA,"Hanwoo breed","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","N",NA,"Unknown","Domestic",4.5,"Palearctic","Korea",0,0,0,1,0,0,0,0,0,0,0,0,"Any",0,1,0,0,0,0,0,0,0,0,1,0,"Individual","Action","Any other",1810,2010,200,1910,0.041188941,-0.107192388,"Long",44.44444444,0.023472224,NA,NA,232,NA,"Nuclear","SNPs",NA,"SNPs",NA,4522,NA,"Ne",NA,"Group4","SD",3,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"LD",1476.5,"453.8",96.3,"7.7","Median",47,NA,200,NA,NA,NA,"Y",4522,4522,NA,453.8,7.7,-4.300252871,0.001464627,NA,2223,42.04444444,-90.5
"2224","Lefevre et al. - 2004 - Impact of founder population, drift and selection .pdf","455","LefËvre, F., Fady, B., Fallour-Rubio, D., Ghosn, D., & Bariteau, M. (2004). Impact of founder population, drift and selection on the genetic diversity of a recently translocated tree population. Heredity, 93, 542 to 550. doi: 10.1038/sj.hdy.6800549","Heredity","Heredity","Ecology",74.4,2004,"Cedrus atlantica",1080542,NA,"Cedar","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","N","EN","Threatened",NA,40,"Palearctic",NA,0,0,1,0,0,0,1,1,0,0,0,0,"Any",0,1,0,0,0,0,0,0,0,0,0,0,"Population","Action","Any other",1863,2003,140,1933,-0.581420703,-0.064832571,"Long",3.5,-0.036746036,52,35,NA,NA,"Nuclear","Allozyme",NA,"Allozyme",NA,3,NA,"He",NA,"Group2","SD",2,NA,NA,NA,0.203,"0.013",0.219,"0.017","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",3,3,NA,0.013,0.017,0.845847809,0.72628821,NA,2224,1.1,-67.5
"2225","Lefevre et al. - 2004 - Impact of founder population, drift and selection .pdf","454","LefËvre, F., Fady, B., Fallour-Rubio, D., Ghosn, D., & Bariteau, M. (2004). Impact of founder population, drift and selection on the genetic diversity of a recently translocated tree population. Heredity, 93, 542 to 550. doi: 10.1038/sj.hdy.6800549","Heredity","Heredity","Ecology",74.4,2004,"Cedrus atlantica",1080542,NA,"Cedar","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","N","EN","Threatened",NA,40,"Palearctic",NA,0,0,1,0,0,0,1,1,0,0,0,0,"Any",0,1,0,0,0,0,0,0,0,0,0,0,"Population","Action","Any other",1863,2003,140,1933,-0.581420703,-0.064832571,"Long",3.5,-0.036746036,52,35,NA,NA,"Nuclear","Allozyme",NA,"Allozyme",NA,9,NA,"A",NA,"Group1","SD",2,NA,NA,NA,2.667,"0.106",2.444,"0.091","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",9,9,NA,0.106,0.091,-2.149928569,0.350616468,NA,2225,1.1,-67.5
"2226","Lehmann et al. - 1998 - The effective population size of Anopheles gambiae.pdf","2100","Lehmann, T., Hawley, W. A., Grebert, H., & Collins, F. H. (1998). The effective population size of Anopheles gambiae in Kenya: implications for population structure. Molecular Biology and Evolution, 15, 264 to 276. doi: 10.1093/oxfordjournals.molbev.a025923","Molecular Biology and Evolution","Mol. Biol. Evol.","Genetics & Heredity",97.44,1998,"Anopheles gambiae",553555,NA,NA,"Animalia","Arthropoda","Insecta","Diptera","Culicidae","N",NA,"Unknown","Pest",0.06,"Afrotropic","Asembo",0,0,0,0,0,0,0,0,0,0,0,1,"None",0,0,0,0,0,0,1,0,0,0,0,0,"None","None","None",1987,1994,7,1990.5,-1.115086112,0.04106697,"Medium",116.6666667,0.129691677,93,186,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,9,NA,"He",NA,"Group2","SD",2,NA,NA,NA,0.66,"0.202",0.65,"0.188","Yes",9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",9,9,NA,0.202,0.188,-0.048808611,0.222288397,NA,2226,114.2666667,-10
"2227","Lehmann et al. - 1998 - The effective population size of Anopheles gambiae.pdf","2101","Lehmann, T., Hawley, W. A., Grebert, H., & Collins, F. H. (1998). The effective population size of Anopheles gambiae in Kenya: implications for population structure. Molecular Biology and Evolution, 15, 264 to 276. doi: 10.1093/oxfordjournals.molbev.a025923","Molecular Biology and Evolution","Mol. Biol. Evol.","Genetics & Heredity",97.44,1998,"Anopheles gambiae",553555,NA,NA,"Animalia","Arthropoda","Insecta","Diptera","Culicidae","N",NA,"Unknown","Pest",0.06,"Afrotropic","Jego",0,0,0,0,0,0,0,0,0,0,0,1,"None",0,0,0,0,0,0,1,0,0,0,0,0,"None","None","None",1987,1996,9,1991.5,-1.115086112,0.042908701,"Medium",150,0.178716041,88,105,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,9,NA,"He",NA,"Group2","SD",2,NA,NA,NA,0.593,"0.131",0.536,"0.138","Yes",9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",9,9,NA,0.131,0.138,-0.403474673,0.226744217,NA,2227,147.6,-9
"2228","Lehmann et al. - 1998 - The effective population size of Anopheles gambiae.pdf","2098","Lehmann, T., Hawley, W. A., Grebert, H., & Collins, F. H. (1998). The effective population size of Anopheles gambiae in Kenya: implications for population structure. Molecular Biology and Evolution, 15, 264 to 276. doi: 10.1093/oxfordjournals.molbev.a025923","Molecular Biology and Evolution","Mol. Biol. Evol.","Genetics & Heredity",97.44,1998,"Anopheles gambiae",553555,NA,NA,"Animalia","Arthropoda","Insecta","Diptera","Culicidae","N",NA,"Unknown","Pest",0.06,"Afrotropic","Asembo",0,0,0,0,0,0,0,0,0,0,0,1,"None",0,0,0,0,0,0,1,0,0,0,0,0,"None","None","None",1987,1994,7,1990.5,-1.115086112,0.04106697,"Medium",116.6666667,0.129691677,93,186,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,9,NA,"Ne",NA,"Group4","SE",2,NA,NA,NA,24875,"8141",20459,"6645","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",9,9,NA,24423,19935,-0.188662778,0.223210935,NA,2228,114.2666667,-10
